hosID,lat,state,name,long
290003,36.131869,NV,SUNRISE HOSPITAL AND MEDICAL CENTER,-115.136899
190151,32.469596,LA,RICHARDSON MEDICAL CENTER,-91.753525
390194,40.83248,PA,GNADEN HUETTEN MEMORIAL HOSPITAL,-75.726825
390195,39.989823,PA,MAIN LINE HOSPITAL LANKENAU,-75.256652
290007,36.15895,NV,UMC OF SOUTHERN NEVADA,-115.167369
290006,39.474889,NV,BANNER CHURCHILL COMMUNITY HOSPITAL,-118.765302
10092,33.2062,AL,D C H REGIONAL MEDICAL CENTER,-87.52548
10091,31.69487,AL,GROVE HILL MEMORIAL HOSPITAL,-87.777089
10090,30.682118,AL,PROVIDENCE HOSPITAL,-88.199243
10097,32.552481,AL,ELMORE COMMUNITY HOSPITAL,-86.187069
440018,36.34441,TN,SYCAMORE SHOALS HOSPITAL,-82.248789
10095,32.694719,AL,HALE COUNTY HOSPITAL,-87.587149
520160,44.27749,WI,APPLETON MED CTR,-88.3956
10099,31.127259,AL,D W MCMILLAN MEMORIAL HOSPITAL,-87.072471
440016,36.02343,TN,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,-88.413489
440011,35.754973,TN,BLOUNT MEMORIAL HOSPITAL,-83.958942
440010,35.325969,TN,WAYNE MEDICAL CENTER,-87.756424
440012,36.58933,TN,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,-82.253799
280129,41.238495,NE,NEBRASKA ORTHOPAEDIC HOSPITAL,-96.13818
380071,45.20005,OR,WILLAMETTE VALLEY MEDICAL CENTER,-123.166579
220163,42.263409,MA,UMASS MEMORIAL MEDICAL CENTER INC,-71.802193
380075,42.33968,OR,PROVIDENCE MEDFORD MEDICAL CENTER,-122.861059
450007,30.04497,TX,PETERSON REGIONAL MEDICAL CENTER,-99.151819
450005,30.099422,TX,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,-93.767687
280127,40.795654,NE,LINCOLN SURGICAL HOSPITAL,-96.625041
450002,31.77171,TX,PROVIDENCE MEMORIAL HOSPITAL,-106.49983
280125,42.03255,NE,FAITH REGIONAL HEALTH SERVICES,-97.4526
230297,42.351513,MI,KARMANOS CANCER CENTER,-83.057959
390065,39.82329,PA,GETTYSBURG HOSPITAL,-77.23396
390066,40.3145,PA,GOOD SAMARITAN HOSPITAL,-76.426
390067,40.25642,PA,PINNACLE HEALTH HOSPITALS,-76.87571
390061,40.04095,PA,LANCASTER REGIONAL MEDICAL CENTER,-76.32051
390062,40.338169,PA,NASON HOSPITAL,-78.389379
390063,42.133341,PA,UPMC HAMOT,-80.087836
360276,40.995277,OH,ST ELIZABETH BOARDMAN HEALTH CENTER,-80.66273
360274,39.746043,OH,MEDICAL CENTER AT ELIZABETH PLACE,-84.199649
170104,38.99515,KS,SHAWNEE MISSION MEDICAL CENTER,-94.69235
390068,40.13415,PA,HEART OF LANCASTER REGIONAL MEDICAL CENTER,-76.30946
440141,36.54342,TN,CUMBERLAND RIVER HOSPITAL,-85.501369
360270,41.28271,OH,MERCY HOSPITAL OF DEFIANCE,-84.340551
390266,41.170772,PA,GROVE CITY MEDICAL CENTER,-80.083176
390267,40.428458,PA,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,-79.751236
390265,40.438441,PA,JEFFERSON REGIONAL MEDICAL CENTER,-79.881309
330080,40.817755,NY,LINCOLN MEDICAL & MENTAL HEALTH CENTER,-73.924073
390263,40.644596,PA,LEHIGH VALLEY HOSPITAL - MUHLENBERG,-75.404797
390268,40.81826,PA,MOUNT NITTANY MEDICAL CENTER,-77.850519
160079,41.97902,IA,MERCY MEDICAL CENTER - CEDAR RAPIDS,-91.6549
280013,41.2541,NE,THE NEBRASKA MEDICAL CENTER,-95.9797
240104,44.77008,MN,ST FRANCIS REGIONAL MEDICAL CENTER,-93.50298
370008,35.22962,OK,NORMAN REGIONAL HEALTH SYSTEM,-97.441129
370001,36.14756,OK,HILLCREST MEDICAL CENTER,-95.96716
370002,36.43719,OK,WOODWARD REGIONAL HOSPITAL,-99.400959
370004,36.872181,OK,INTEGRIS BAPTIST REG HEALTH CENTER,-94.879778
370006,36.72456,OK,PONCA CITY MEDICAL CENTER,-97.06733
370007,36.26811,OK,NEWMAN MEMORIAL HOSPITAL,-99.881529
330049,41.933933,NY,NORTHERN DUTCHESS HOSPITAL,-73.912603
360019,41.01538,OH,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,-81.58977
50099,34.100718,CA,SAN ANTONIO COMMUNITY HOSPITAL,-117.637634
360012,40.11411,OH,MOUNT CARMEL ST ANN'S HOSPITAL,-82.94888
50096,34.07078,CA,"DOCTORS HOSPITAL OF WEST COVINA, INC",-117.94438
360010,40.513807,OH,UNION HOSPITAL,-81.456441
360011,40.57215,OH,MARION GENERAL HOSPITAL,-83.12875
360016,39.206771,OH,"JEWISH HOSPITAL, LLC",-84.380258
360017,39.96099,OH,GRANT MEDICAL CENTER,-82.99061
50091,33.98919,CA,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,-118.224435
50090,38.288482,CA,SONOMA VALLEY HOSPITAL,-122.465216
170146,39.12859,KS,PROVIDENCE MEDICAL CENTER,-94.78528
170145,37.04044,KS,COFFEYVILLE REGIONAL MEDICAL CENTER,-95.638338
170142,39.20138,KS,MERCY REGIONAL HEALTH CENTER,-96.59817
50709,34.4709,CA,DESERT VALLEY HOSPITAL,-117.29778
50708,36.82527,CA,FRESNO SURGICAL HOSPITAL,-119.781403
50254,38.725629,CA,MARSHALL MEDICAL CENTER (1-RH),-120.790944
50257,35.41227,CA,GOOD SAMARITAN HOSPITAL,-119.03921
50704,34.22148,CA,MISSION COMMUNITY HOSPITAL - PANORAMA,-118.45652
50701,33.557761,CA,SOUTHWEST HEALTHCARE SYSTEM,-117.184638
370138,36.690686,OK,MEMORIAL HOSPITAL OF TEXAS COUNTY,-101.475994
370139,36.288457,OK,PERRY MEMORIAL HOSPITAL,-97.299189
170094,38.201577,KS,COFFEY COUNTY HOSPITAL,-95.738569
140160,42.295831,IL,FHN MEMORIAL HOSPITAL,-89.638354
30014,33.56773,AZ,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,-112.0702
260032,38.63476,MO,BARNES JEWISH HOSPITAL,-90.263199
360125,41.88038,OH,ASHTABULA COUNTY MEDICAL CENTER,-80.79605
360123,41.43547,OH,ST JOHN MEDICAL CENTER,-81.94108
360121,41.47461,OH,COMMUNITY HOSPITALS AND WELLNESS CENTERS,-84.5561
450825,26.263154,TX,CORNERSTONE REGIONAL HOSPITAL,-98.198983
450824,30.30546,TX,HEART HOSPITAL OF AUSTIN,-97.74293
450827,33.87235,TX,KELL WEST REGIONAL HOSPITAL,-98.578659
140161,40.87338,IL,SAINT JAMES HOSPITAL,-88.67994
450820,29.59099,TX,METHODIST SUGAR LAND HOSPITAL,-95.631129
450822,32.900129,TX,LAS COLINAS MEDICAL CENTER,-96.958709
330195,40.7449,NY,LONG ISLAND JEWISH MEDICAL CENTER,-73.6807
30013,32.68377,AZ,YUMA REGIONAL MEDICAL CENTER,-114.63325
490126,37.7906,VA,LEWISGALE HOSPITAL ALLEGHANY,-79.8783
250001,32.32866,MS,UNIVERSITY OF MISSISSIPPI MED CENTER,-90.175579
50411,33.78923,CA,KAISER FOUNDATION HOSPITAL - SOUTH BAY,-118.293715
50417,41.77269,CA,SUTTER COAST HOSPITAL,-124.19319
50414,38.67094,CA,MERCY HOSPITAL OF FOLSOM,-121.14626
450796,35.173536,TX,NORTHWEST TEXAS SURGERY CENTER,-101.938158
110011,33.56967,GA,TANNER MEDICAL CENTER - CARROLLTON,-85.07251
110010,33.79234,GA,EMORY UNIVERSITY HOSPITAL,-84.32096
420039,34.711459,SC,WALLACE THOMSON HOSPITAL,-81.628447
110016,33.031951,GA,WEST GEORGIA MEDICAL CENTER,-85.055874
110015,33.74416,GA,TANNER MEDICAL CENTER VILLA RICA,-84.918761
420037,34.718853,SC,HILLCREST MEMORIAL HOSPITAL,-82.249452
110018,33.602188,GA,NEWTON MEDICAL CENTER,-83.84847
420030,32.921856,SC,COLLETON MEDICAL CENTER,-80.670866
420033,34.91883,SC,GREER MEMORIAL HOSPITAL,-82.24183
330132,42.46478,NY,TLC HEALTH NETWORK,-78.9429
140158,41.84681,IL,MERCY HOSPITAL AND MEDICAL CENTER,-87.62356
330135,41.36812,NY,BON SECOURS COMMUNITY HOSPITAL,-74.6825
330136,42.695834,NY,MARY IMOGENE BASSETT HOSPITAL,-74.922548
100067,27.779329,FL,ST ANTHONY'S HOSPITAL,-82.65076
140151,41.890289,IL,SACRED HEART HOSPITAL,-87.707872
140150,41.869183,IL,UNIVERSITY OF ILLINOIS HOSPITAL,-87.670355
140155,41.121173,IL,PROVENA ST MARYS HOSPITAL,-87.87177
50677,34.171966,CA,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,-118.588119
50674,38.471499,CA,KAISER FOUNDATION HOSP SO SACRAMENTO,-121.42419
250009,34.935793,MS,MAGNOLIA REGIONAL HEALTH CENTER,-88.558665
50128,33.183677,CA,TRI-CITY MEDICAL CENTER,-117.292979
50678,33.701685,CA,ORANGE COAST MEMORIAL MEDICAL CENTER,-117.956571
420101,32.315565,SC,COASTAL CAROLINA HOSPITAL,-81.055586
50077,32.751707,CA,SCRIPPS MERCY HOSPITAL,-117.160843
50076,37.78271,CA,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,-122.44371
50071,37.335322,CA,KAISER FOUNDATION HOSPITAL-SANTA CLARA,-121.995758
50070,37.657483,CA,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,-122.437557
50073,38.128443,CA,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,-122.247477
50072,37.89201,CA,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,-122.05801
100175,27.22738,FL,DESOTO MEMORIAL HOSPITAL,-81.851669
100177,28.357904,FL,CAPE CANAVERAL HOSPITAL,-80.620693
100176,26.830673,FL,PALM BEACH GARDENS MEDICAL CENTER,-80.087201
50079,37.95403,CA,DOCTORS MEDICAL CENTER-SAN PABLO,-122.33743
50078,33.73791,CA,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,-118.303999
100173,28.06921,FL,FLORIDA HOSPITAL TAMPA,-82.42366
110128,32.209854,GA,MEADOWS REGIONAL MEDICAL CENTER,-82.401945
150169,39.90031,IN,COMMUNITY HOSPITAL NORTH,-86.043379
150168,41.039022,IN,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,-85.247436
150167,41.1792,IN,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,-85.0997
150166,41.449202,IN,PINNACLE HOSPITAL,-87.330079
150165,41.53728,IN,FRANCISCAN PHYSICIANS HOSPITAL LLC,-87.511
150164,39.122049,IN,MONROE HOSPITAL,-86.573333
150163,38.472768,IN,SAINT CATHERINE REGIONAL HOSPITAL,-85.669041
150162,39.648961,IN,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,-86.082639
150161,39.959275,IN,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,-86.162356
150160,39.90671,IN,INDIANA ORTHOPAEDIC HOSPITAL LLC,-86.266229
340113,35.20469,NC,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,-80.83873
340115,35.206575,NC,FIRSTHEALTH MOORE REGIONAL HOSPITAL,-79.458094
340114,35.815497,NC,REX HOSPITAL,-78.704084
340116,35.73753,NC,FRYE REGIONAL MEDICAL CENTER,-81.33775
340119,35.36259,NC,STANLY REGIONAL MEDICAL CENTER,-80.194314
450644,29.73059,TX,WEST HOUSTON MEDICAL CENTER,-95.59321
450647,32.909444,TX,MEDICAL CITY DALLAS HOSPITAL,-96.772077
450641,33.77675,TX,NOCONA GENERAL HOSPITAL,-97.731576
450643,27.608321,TX,DOCTORS HOSPITAL OF LAREDO,-99.47655
140089,40.44793,IL,MC DONOUGH DISTRICT HOSPITAL,-90.66577
140088,41.788756,IL,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,-87.604922
140080,42.024188,IL,RHC ST FRANCIS HOSPITAL,-87.685179
140083,41.872387,IL,LORETTO HOSPITAL,-87.764589
140082,41.966389,IL,LOUIS A WEISS MEMORIAL HOSPITAL,-87.648796
140084,42.37837,IL,VISTA MEDICAL CENTER EAST,-87.83098
240004,44.97281,MN,HENNEPIN COUNTY MEDICAL CENTER,-93.262687
240006,44.02085,MN,OLMSTED MEDICAL CENTER,-92.44036
60124,39.717943,CO,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,-105.130231
240001,45.014563,MN,NORTH MEMORIAL MEDICAL CENTER,-93.322241
240002,46.792887,MN,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,-92.096332
510029,38.355633,WV,THOMAS MEMORIAL HOSPITAL,-81.72657
510024,39.662615,WV,MONONGALIA COUNTY GENERAL HOSPITAL,-79.946395
510022,38.34746,WV,CHARLESTON AREA MEDICAL CENTER,-81.62574
510023,40.393637,WV,WEIRTON MEDICAL CENTER,-80.529792
290022,36.11458,NV,DESERT SPRINGS HOSPITAL,-115.12523
490130,37.418988,VA,RIVERSIDE WALTER REED HOSPITAL,-76.543513
490136,37.465701,VA,BON SECOURS - ST FRANCIS MEDICAL CENTER,-77.659056
490135,37.3781,VA,CATAWBA HOSPITAL,-80.2028
500077,47.709077,WA,PROVIDENCE HOLY FAMILY HOSPITAL,-117.405894
500079,47.17739,WA,MULTICARE GOOD SAMARITAN HOSPITAL,-122.289417
520100,42.546756,WI,BELOIT MEM HSPTL,-89.008847
290021,36.16381,NV,VALLEY HOSPITAL MEDICAL CENTER,-115.16543
50457,37.773803,CA,ST MARY'S MEDICAL CENTER,-122.454477
100007,28.57317,FL,FLORIDA HOSPITAL,-81.369949
100006,28.525997,FL,ORLANDO HEALTH,-81.378125
100001,30.346769,FL,SHANDS JACKSONVILLE MEDICAL CENTER,-81.664326
100002,26.50403,FL,BETHESDA MEMORIAL HOSPITAL,-80.0687
100009,25.78782,FL,UNIVERSITY OF MIAMI HOSPITAL,-80.21507
50327,34.04931,CA,LOMA LINDA UNIVERSITY MEDICAL CENTER,-117.26112
520107,44.094403,WI,HOLY FAMILY MEMORIAL INC,-87.676821
190034,29.972147,LA,ABBEVILLE GENERAL HOSPITAL,-92.106979
190037,29.807154,LA,SOUTH CAMERON MEMORIAL HOSPITAL,-93.165226
190036,29.962689,LA,OCHSNER FOUNDATION HOSPITAL,-90.144633
190039,29.89124,LA,WEST JEFFERSON MEDICAL CENTER,-90.09584
450253,29.952016,TX,BELLVILLE GENERAL HOSPITAL,-96.260864
310034,40.349201,NJ,RIVERVIEW MEDICAL CENTER,-74.070137
310032,39.486191,NJ,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,-75.026138
310031,40.281921,NJ,DEBORAH HEART AND LUNG CENTER,-74.699203
60014,39.746067,CO,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,-104.966959
60015,39.717945,CO,CENTURA HEALTH-ST ANTHONY HOSPITAL,-105.12967
60016,38.45575,CO,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,-105.229739
60010,40.57175,CO,POUDRE VALLEY HOSPITAL,-105.0579
60011,39.72731,CO,DENVER HEALTH MEDICAL CENTER,-104.99028
60012,38.23319,CO,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,-104.624179
60013,37.23499,CO,MERCY REGIONAL MEDICAL CENTER,-107.82492
70011,39.527596,CT,CHARLOTTE HUNGERFORD HOSPITAL,-99.141968
70010,39.527596,CT,BRIDGEPORT HOSPITAL,-99.141968
70012,39.527596,CT,ROCKVILLE GENERAL HOSPITAL,-99.141968
70015,39.527596,CT,NEW MILFORD HOSPITAL,-99.141968
70017,39.527596,CT,MIDSTATE MEDICAL CENTER,-99.141968
70016,39.527596,CT,SAINT MARYS HOSPITAL,-99.141968
70019,39.527596,CT,"MILFORD HOSPITAL, INC",-99.141968
70018,39.527596,CT,GREENWICH HOSPITAL ASSOCIATION,-99.141968
450498,32.754679,TX,STEPHENS MEMORIAL HOSPITAL,-98.887729
30062,34.201991,AZ,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,-110.016815
50289,37.68017,CA,SETON MEDICAL CENTER,-122.47294
270057,45.670816,MT,BOZEMAN DEACONESS HOSPITAL,-111.0172
270051,48.216269,MT,KALISPELL REGIONAL MEDICAL CENTER,-114.323304
370049,36.115893,OK,STILLWATER MEDICAL CENTER,-97.074166
10152,30.61832,AL,INFIRMARY WEST,-88.1713
10150,31.829449,AL,L V STABLER MEMORIAL HOSPITAL,-86.645859
10157,34.74497,AL,SHOALS HOSPITAL,-87.676526
160083,41.59783,IA,MERCY MEDICAL CENTER-DES MOINES,-93.6257
160082,41.590699,IA,IOWA METHODIST MEDICAL CENTER,-93.632565
10158,34.511172,AL,RUSSELLVILLE HOSPITAL,-87.717569
160080,41.860671,IA,MERCY MEDICAL CENTER-CLINTON,-90.188055
30068,32.821861,AZ,MT GRAHAM REGIONAL MEDICAL CENTER,-109.732966
520009,44.24838,WI,ST ELIZABETH HSPTL,-88.40413
520008,43.011272,WI,WAUKESHA MEMORIAL HOSPITAL,-88.24272
440159,35.06783,TN,DELTA MEDICAL CENTER,-89.93223
